date,sales
2014-01-26,0.0
2014-01-27,1976.0
2014-01-28,2325.0
2014-01-29,2618.0
2014-01-30,3029.0
2014-01-31,5793.0
2014-02-01,11611.0
2014-02-02,0.0
2014-02-03,2615.0
2014-02-04,2826.0
2014-02-05,2986.0
2014-02-06,3975.0
2014-02-07,6084.0
2014-02-08,11032.0
2014-02-09,0.0
2014-02-10,2752.0
2014-02-11,2329.0
2014-02-12,3459.0
2014-02-13,4248.0
2014-02-14,8407.0
2014-02-15,10792.0
2014-02-16,0.0
2014-02-17,2447.0
2014-02-18,2579.0
2014-02-19,3819.0
2014-02-20,5355.0
2014-02-21,0.0
2014-02-22,0.0
2014-02-23,0.0
2014-02-24,2671.0
2014-02-25,3578.0
2014-02-26,3788.0
2014-02-27,4086.0
2014-02-28,8875.0
2014-03-01,16242.0
2014-03-02,9270.0
2014-03-03,11101.0
2014-03-04,0.0
2014-03-05,2784.0
2014-03-06,3274.0
2014-03-07,6448.0
2014-03-08,9047.0
2014-03-09,0.0
2014-03-10,2085.0
2014-03-11,2467.0
2014-03-12,3227.0
2014-03-13,3264.0
2014-03-14,6056.0
2014-03-15,8881.0
2014-03-16,0.0
2014-03-17,2320.0
2014-03-18,2548.0
2014-03-19,2948.0
2014-03-20,3404.0
2014-03-21,5805.0
2014-03-22,10587.0
2014-03-23,0.0
2014-03-24,1912.0
2014-03-25,2218.0
2014-03-26,2442.0
2014-03-27,2940.0
2014-03-28,6162.0
2014-03-29,9565.0
2014-03-30,0.0
2014-03-31,2652.0
2014-04-01,2751.0
2014-04-02,2925.0
2014-04-03,3325.0
2014-04-04,5780.0
2014-04-05,10369.0
2014-04-06,0.0
2014-04-07,2119.0
2014-04-08,2081.0
2014-04-09,2891.0
2014-04-10,3268.0
2014-04-11,6250.0
2014-04-12,9908.0
2014-04-13,0.0
2014-04-14,2123.0
2014-04-15,2407.0
2014-04-16,3761.0
2014-04-17,5784.0
2014-04-18,8934.0
2014-04-19,10647.0
2014-04-20,0.0
2014-04-21,2286.0
2014-04-22,2182.0
2014-04-23,3665.0
2014-04-24,2886.0
2014-04-25,5848.0
2014-04-26,8443.0
2014-04-27,0.0
2014-04-28,1970.0
2014-04-29,2935.0
2014-04-30,4559.0
2014-05-01,6961.0
2014-05-02,5017.0
2014-05-03,8835.0
2014-05-04,0.0
2014-05-05,2052.0
2014-05-06,2230.0
2014-05-07,3085.0
2014-05-08,2711.0
2014-05-09,6627.0
2014-05-10,11272.0
2014-05-11,0.0
2014-05-12,1934.0
2014-05-13,2490.0
2014-05-14,2770.0
2014-05-15,2973.0
2014-05-16,6006.0
2014-05-17,9542.0
2014-05-18,0.0
2014-05-19,2054.0
2014-05-20,2165.0
2014-05-21,2954.0
2014-05-22,2856.0
2014-05-23,5847.0
2014-05-24,11074.0
2014-05-25,0.0
2014-05-26,1887.0
2014-05-27,1959.0
2014-05-28,2272.0
2014-05-29,2744.0
2014-05-30,6019.0
2014-05-31,9899.0
2014-06-01,0.0
2014-06-02,2533.0
2014-06-03,2396.0
2014-06-04,3192.0
2014-06-05,2677.0
2014-06-06,6210.0
2014-06-07,8542.0
2014-06-08,0.0
2014-06-09,2222.0
2014-06-10,2546.0
2014-06-11,3557.0
2014-06-12,5499.0
2014-06-13,8755.0
2014-06-14,19888.0
2014-06-15,0.0
2014-06-16,2070.0
2014-06-17,2563.0
2014-06-18,2986.0
2014-06-19,4155.0
2014-06-20,14122.0
2014-06-21,8311.0
2014-06-22,0.0
2014-06-23,2273.0
2014-06-24,3050.0
2014-06-25,8949.0
2014-06-26,2713.0
2014-06-27,5180.0
2014-06-28,8941.0
2014-06-29,0.0
2014-06-30,2569.0
2014-07-01,2735.0
2014-07-02,2892.0
2014-07-03,4084.0
2014-07-04,6996.0
2014-07-05,8952.0
2014-07-06,0.0
2014-07-07,2074.0
2014-07-08,3042.0
2014-07-09,3172.0
2014-07-10,3156.0
2014-07-11,5390.0
2014-07-12,12345.0
2014-07-13,0.0
2014-07-14,2053.0
2014-07-15,2449.0
2014-07-16,2987.0
2014-07-17,3174.0
2014-07-18,5931.0
2014-07-19,7763.0
2014-07-20,0.0
2014-07-21,2128.0
2014-07-22,2100.0
2014-07-23,2703.0
2014-07-24,3376.0
2014-07-25,6869.0
2014-07-26,8633.0
2014-07-27,0.0
2014-07-28,1973.0
2014-07-29,2290.0
2014-07-30,2551.0
2014-07-31,3111.0
2014-08-01,6606.0
2014-08-02,8915.0
2014-08-03,0.0
2014-08-04,2375.0
2014-08-05,2738.0
2014-08-06,2884.0
2014-08-07,3357.0
2014-08-08,6080.0
2014-08-09,7819.0
2014-08-10,0.0
2014-08-11,2276.0
2014-08-12,2284.0
2014-08-13,2799.0
2014-08-14,3237.0
2014-08-15,5932.0
2014-08-16,8581.0
2014-08-17,0.0
2014-08-18,2231.0
2014-08-19,2630.0
2014-08-20,2587.0
2014-08-21,3483.0
2014-08-22,5812.0
2014-08-23,8147.0
2014-08-24,0.0
2014-08-25,2085.0
2014-08-26,2702.0
2014-08-27,2839.0
2014-08-28,2828.0
2014-08-29,5191.0
2014-08-30,8523.0
2014-08-31,0.0
2014-09-01,2196.0
2014-09-02,2837.0
2014-09-03,2854.0
2014-09-04,2846.0
2014-09-05,5504.0
2014-09-06,8893.0
2014-09-07,0.0
2014-09-08,1984.0
2014-09-09,2119.0
2014-09-10,2707.0
2014-09-11,2847.0
2014-09-12,5458.0
2014-09-13,8635.0
2014-09-14,0.0
2014-09-15,1740.0
2014-09-16,2228.0
2014-09-17,2492.0
2014-09-18,2967.0
2014-09-19,5073.0
2014-09-20,8049.0
2014-09-21,0.0
2014-09-22,1876.0
2014-09-23,2122.0
2014-09-24,2815.0
2014-09-25,2936.0
2014-09-26,5825.0
2014-09-27,9066.0
2014-09-28,0.0
2014-09-29,1909.0
2014-09-30,2103.0
2014-10-01,3190.0
2014-10-02,3141.0
2014-10-03,6226.0
2014-10-04,9169.0
2014-10-05,0.0
2014-10-06,2182.0
2014-10-07,2115.0
2014-10-08,2968.0
2014-10-09,5154.0
2014-10-10,9465.0
2014-10-11,7932.0
2014-10-12,0.0
2014-10-13,2032.0
2014-10-14,2037.0
2014-10-15,2571.0
2014-10-16,3014.0
2014-10-17,5331.0
2014-10-18,9206.0
2014-10-19,0.0
2014-10-20,1999.0
2014-10-21,2342.0
2014-10-22,2575.0
2014-10-23,2958.0
2014-10-24,5407.0
2014-10-25,8338.0
2014-10-26,0.0
2014-10-27,1973.0
2014-10-28,2421.0
2014-10-29,2711.0
2014-10-30,2938.0
2014-10-31,7036.0
2014-11-01,10238.0
2014-11-02,0.0
2014-11-03,4146.0
2014-11-04,1898.0
2014-11-05,2607.0
2014-11-06,2764.0
2014-11-07,5378.0
2014-11-08,9209.0
2014-11-09,0.0
2014-11-10,1872.0
2014-11-11,1940.0
2014-11-12,2336.0
2014-11-13,2751.0
2014-11-14,5791.0
2014-11-15,8739.0
2014-11-16,0.0
2014-11-17,2234.0
2014-11-18,2113.0
2014-11-19,2838.0
2014-11-20,3143.0
2014-11-21,5355.0
2014-11-22,8346.0
2014-11-23,0.0
2014-11-24,2338.0
2014-11-25,2436.0
2014-11-26,2924.0
2014-11-27,3106.0
2014-11-28,5656.0
2014-11-29,8999.0
2014-11-30,0.0
2014-12-01,3091.0
2014-12-02,3319.0
2014-12-03,4401.0
2014-12-04,4553.0
2014-12-05,7873.0
2014-12-06,9991.0
2014-12-07,2.0
2014-12-08,3277.0
2014-12-09,3593.0
2014-12-10,4236.0
2014-12-11,4700.0
2014-12-12,10691.0
2014-12-13,10350.0
2014-12-14,0.0
2014-12-15,4499.0
2014-12-16,5594.0
2014-12-17,8961.0
2014-12-18,6562.0
2014-12-19,10509.0
2014-12-20,14793.0
2014-12-21,0.0
2014-12-22,13422.0
2014-12-23,17751.0
2014-12-24,20229.0
2014-12-26,11840.0
2014-12-27,11210.0
2014-12-28,0.0
2014-12-29,10409.0
2014-12-30,16680.0
2014-12-31,30483.0
2015-01-01,923.0
2015-01-02,9333.0
2015-01-03,9314.0
2015-01-04,0.0
2015-01-05,2669.0
2015-01-06,2850.0
2015-01-07,3126.0
2015-01-08,3771.0
2015-01-09,5900.0
2015-01-10,8714.0
2015-01-11,0.0
2015-01-12,2643.0
2015-01-13,2467.0
2015-01-14,3101.0
2015-01-15,2997.0
2015-01-16,5606.0
2015-01-17,9522.0
2015-01-18,0.0
2015-01-19,1991.0
2015-01-20,2564.0
2015-01-21,2915.0
2015-01-22,2886.0
2015-01-23,5718.0
2015-01-24,9095.0
2015-01-25,0.0
2015-01-26,2121.0
2015-01-27,2314.0
2015-01-28,2511.0
2015-01-29,3854.0
2015-01-30,5704.0
2015-01-31,9962.0
2015-02-01,0.0
2015-02-02,2661.0
2015-02-03,2740.0
2015-02-04,3329.0
2015-02-05,3549.0
2015-02-06,6287.0
2015-02-07,9889.0
2015-02-08,0.0
2015-02-09,3298.0
2015-02-10,3191.0
2015-02-11,4014.0
2015-02-12,4457.0
2015-02-13,11356.0
2015-02-14,15903.0
2015-02-15,7884.0
2015-02-16,10011.0
2015-02-17,0.0
2015-02-18,3229.0
2015-02-19,2862.0
2015-02-20,5121.0
2015-02-21,8465.0
2015-02-22,30.0
2015-02-23,2231.0
2015-02-24,2823.0
2015-02-25,3181.0
2015-02-26,3421.0
2015-02-27,5885.0
2015-02-28,9945.0
2015-03-01,0.0
2015-03-02,3003.0
2015-03-03,3030.0
2015-03-04,3594.0
2015-03-05,3890.0
2015-03-06,7543.0
2015-03-07,12519.0
2015-03-08,0.0
2015-03-09,3461.0
2015-03-10,3983.0
2015-03-11,3875.0
2015-03-12,3850.0
2015-03-13,7959.0
2015-03-14,12366.0
2015-03-15,0.0
2015-03-16,2895.0
2015-03-17,2943.0
2015-03-18,2944.0
2015-03-19,3310.0
2015-03-20,7153.0
2015-03-21,12334.0
2015-03-22,0.0
2015-03-23,2938.0
2015-03-24,3140.0
2015-03-25,4369.0
2015-03-26,3520.0
2015-03-27,7096.0
2015-03-28,11727.0
2015-03-29,0.0
2015-03-30,2527.0
2015-03-31,3483.0
2015-04-01,4673.0
2015-04-02,6562.0
2015-04-03,9253.0
2015-04-04,10963.0
2015-04-05,0.0
2015-04-06,2784.0
2015-04-07,2868.0
2015-04-08,3435.0
2015-04-09,3781.0
2015-04-10,7257.0
2015-04-11,10669.0
2015-04-12,0.0
2015-04-13,3075.0
2015-04-14,2724.0
2015-04-15,3455.0
2015-04-16,3797.0
2015-04-17,7192.0
2015-04-18,11944.0
2015-04-19,0.0
2015-04-20,2786.0
2015-04-21,3805.0
2015-04-22,3666.0
2015-04-23,3687.0
2015-04-24,7134.0
2015-04-25,10871.0
2015-04-26,0.0
2015-04-27,2337.0
2015-04-28,3446.0
2015-04-29,4135.0
2015-04-30,6681.0
2015-05-01,12761.0
2015-05-02,12946.0
2015-05-03,0.0
2015-05-04,2677.0
2015-05-05,2933.0
2015-05-06,3433.0
2015-05-07,4382.0
2015-05-08,7980.0
2015-05-09,14210.0
2015-05-10,0.0
2015-05-11,2354.0
2015-05-12,2500.0
2015-05-13,3026.0
2015-05-14,3176.0
2015-05-15,6508.0
2015-05-16,10018.0
2015-05-17,0.0
2015-05-18,2507.0
2015-05-19,2786.0
2015-05-20,2802.0
2015-05-21,3818.0
2015-05-22,7053.0
2015-05-23,9857.0
2015-05-24,0.0
2015-05-25,2511.0
2015-05-26,3188.0
2015-05-27,3027.0
2015-05-28,3381.0
2015-05-29,7004.0
2015-05-30,10581.0
2015-05-31,0.0
2015-06-01,3631.0
2015-06-02,2983.0
2015-06-03,3554.0
2015-06-04,4028.0
2015-06-05,6971.0
2015-06-06,13253.0
2015-06-07,0.0
2015-06-08,3110.0
2015-06-09,2613.0
2015-06-10,3483.0
2015-06-11,6403.0
2015-06-12,7018.0
2015-06-13,10822.0
2015-06-14,0.0
2015-06-15,3506.0
2015-06-16,4056.0
2015-06-17,5318.0
2015-06-18,10478.0
2015-06-19,9232.0
2015-06-20,14701.0
2015-06-21,0.0
2015-06-22,2602.0
2015-06-23,2916.0
2015-06-24,3279.0
2015-06-25,3894.0
2015-06-26,7570.0
2015-06-27,10682.0
2015-06-28,0.0
2015-06-29,2778.0
2015-06-30,3042.0
2015-07-01,4189.0
2015-07-02,4522.0
2015-07-03,7762.0
2015-07-04,12174.0
2015-07-05,0.0
2015-07-06,3933.0
2015-07-07,3068.0
2015-07-08,2942.0
2015-07-09,3588.0
2015-07-10,6646.0
2015-07-11,9789.0
2015-07-12,0.0
2015-07-13,2718.0
2015-07-14,2656.0
2015-07-15,3405.0
2015-07-16,3947.0
2015-07-17,7382.0
2015-07-18,9537.0
2015-07-19,0.0
2015-07-20,3164.0
2015-07-21,3311.0
2015-07-22,3432.0
2015-07-23,4044.0
2015-07-24,8461.0
2015-07-25,11403.0
2015-07-26,0.0
2015-07-27,3117.0
2015-07-28,3389.0
2015-07-29,4291.0
2015-07-30,4027.0
2015-07-31,7090.0
2015-08-01,11773.0
2015-08-02,0.0
2015-08-03,3355.0
2015-08-04,4433.0
2015-08-05,4276.0
2015-08-06,4036.0
2015-08-07,8198.0
2015-08-08,12153.0
2015-08-09,0.0
2015-08-10,5201.0
2015-08-11,2893.0
2015-08-12,3584.0
2015-08-13,4230.0
2015-08-14,6609.0
2015-08-15,9423.0
2015-08-16,0.0
2015-08-17,2968.0
2015-08-18,2984.0
2015-08-19,3786.0
2015-08-20,3993.0
2015-08-21,7170.0
2015-08-22,9875.0
2015-08-23,0.0
2015-08-24,2512.0
2015-08-25,2909.0
2015-08-26,3503.0
2015-08-27,3776.0
2015-08-28,6992.0
2015-08-29,9241.0
2015-08-30,0.0
2015-08-31,2902.0
2015-09-01,3029.0
2015-09-02,3380.0
2015-09-03,4319.0
2015-09-04,7192.0
2015-09-05,10368.0
2015-09-06,0.0
2015-09-07,2899.0
2015-09-08,2776.0
2015-09-09,3426.0
2015-09-10,3649.0
2015-09-11,6843.0
2015-09-12,10050.0
2015-09-13,0.0
2015-09-14,2477.0
2015-09-15,2913.0
2015-09-16,3300.0
2015-09-17,3665.0
2015-09-18,7179.0
2015-09-19,9822.0
2015-09-20,0.0
2015-09-21,2627.0
2015-09-22,2801.0
2015-09-23,3329.0
2015-09-24,3771.0
2015-09-25,6860.0
2015-09-26,9265.0
2015-09-27,0.0
2015-09-28,2291.0
2015-09-29,2319.0
2015-09-30,3095.0
2015-10-01,3764.0
2015-10-02,6845.0
2015-10-03,10543.0
2015-10-04,0.0
2015-10-05,3190.0
2015-10-06,3104.0
2015-10-07,4471.0
2015-10-08,10493.0
2015-10-09,11091.0
2015-10-10,9569.0
2015-10-11,0.0
2015-10-12,2577.0
2015-10-13,4412.0
2015-10-14,2563.0
2015-10-15,3152.0
2015-10-16,5647.0
2015-10-17,8440.0
2015-10-18,0.0
2015-10-19,2268.0
2015-10-20,2722.0
2015-10-21,3052.0
2015-10-22,3389.0
2015-10-23,6705.0
2015-10-24,9068.0
2015-10-25,0.0
2015-10-26,2232.0
2015-10-27,2314.0
2015-10-28,2859.0
2015-10-29,3777.0
2015-10-30,7374.0
2015-10-31,12432.0
2015-11-01,5061.0
2015-11-02,7926.0
2015-11-03,0.0
2015-11-04,3085.0
2015-11-05,3033.0
2015-11-06,5617.0
2015-11-07,7311.0
2015-11-08,1.0
2015-11-09,2446.0
2015-11-10,2548.0
2015-11-11,3733.0
2015-11-12,7796.0
2015-11-13,6856.0
2015-11-14,9428.0
2015-11-15,0.0
2015-11-16,3051.0
2015-11-17,5238.0
2015-11-18,2896.0
2015-11-19,3167.0
2015-11-20,5478.0
2015-11-21,8432.0
2015-11-22,0.0
2015-11-23,2462.0
2015-11-24,3330.0
2015-11-25,4265.0
2015-11-26,4898.0
2015-11-27,11526.0
2015-11-28,12606.0
2015-11-29,0.0
2015-11-30,6844.0
2015-12-01,3828.0
2015-12-02,5203.0
2015-12-03,5692.0
2015-12-04,9804.0
2015-12-05,10067.0
2015-12-06,0.0
2015-12-07,3222.0
2015-12-08,4389.0
2015-12-09,4255.0
2015-12-10,5088.0
2015-12-11,7964.0
2015-12-12,11126.0
2015-12-13,0.0
2015-12-14,4237.0
2015-12-15,5082.0
2015-12-16,7143.0
2015-12-17,7674.0
2015-12-18,12379.0
2015-12-19,15238.0
2015-12-20,0.0
2015-12-21,10875.0
2015-12-22,15954.0
2015-12-23,18542.0
2015-12-24,23642.0
2015-12-26,13299.0
2015-12-27,0.0
2015-12-28,7732.0
2015-12-29,11818.0
2015-12-30,18197.0
2015-12-31,32791.0
2016-01-01,733.0
2016-01-02,9517.0
2016-01-03,0.0
2016-01-04,3249.0
2016-01-05,2959.0
2016-01-06,3516.0
2016-01-07,3937.0
2016-01-08,6949.0
2016-01-09,10214.0
2016-01-10,0.0
2016-01-11,2360.0
2016-01-12,2517.0
2016-01-13,3212.0
2016-01-14,3016.0
2016-01-15,7277.0
2016-01-16,11321.0
2016-01-17,0.0
2016-01-18,2340.0
2016-01-19,2433.0
2016-01-20,2843.0
2016-01-21,3110.0
2016-01-22,7135.0
2016-01-23,10338.0
2016-01-24,0.0
2016-01-25,2251.0
2016-01-26,2471.0
2016-01-27,3171.0
2016-01-28,3587.0
2016-01-29,7036.0
2016-01-30,10022.0
2016-01-31,0.0
2016-02-01,3424.0
2016-02-02,3097.0
2016-02-03,5602.0
2016-02-04,4738.0
2016-02-05,10720.0
2016-02-06,16254.0
2016-02-07,11208.0
2016-02-08,9929.0
2016-02-09,0.0
2016-02-10,3524.0
2016-02-11,3606.0
2016-02-12,6573.0
2016-02-13,11134.0
2016-02-14,0.0
2016-02-15,2668.0
2016-02-16,2880.0
2016-02-17,3549.0
2016-02-18,3604.0
2016-02-19,6210.0
2016-02-20,9665.0
2016-02-21,0.0
2016-02-22,2629.0
2016-02-23,2661.0
2016-02-24,3093.0
2016-02-25,3433.0
2016-02-26,7196.0
2016-02-27,11527.0
2016-02-28,0.0
2016-02-29,2543.0
2016-03-01,3281.0
2016-03-02,3743.0
2016-03-03,3618.0
2016-03-04,8711.0
2016-03-05,10656.0
2016-03-06,0.0
2016-03-07,2730.0
2016-03-08,3536.0
2016-03-09,3669.0
2016-03-10,4359.0
2016-03-11,7503.0
2016-03-12,10009.0
2016-03-13,0.0
2016-03-14,2341.0
2016-03-15,2712.0
2016-03-16,3558.0
2016-03-17,3755.0
2016-03-18,6896.0
2016-03-19,10535.0
2016-03-20,0.0
2016-03-21,2946.0
2016-03-22,3253.0
2016-03-23,5137.0
2016-03-24,12619.0
2016-03-25,7624.0
2016-03-26,9940.0
2016-03-27,0.0
2016-03-28,2691.0
